na_item,time,values,geo
Housing and community amenities,2016-01-01,0.8,Norvegia
Housing and community amenities,2016-01-01,0.6,Polonia
Housing and community amenities,2016-01-01,0.4,Portugalia
Housing and community amenities,2016-01-01,1.2,Romania
Housing and community amenities,2016-01-01,0.5,Suedia
Housing and community amenities,2016-01-01,0.4,Slovenia
Housing and community amenities,2016-01-01,0.5,Slovacia
Housing development,2016-01-01,0.2,Austria
Housing development,2016-01-01,0,Belgia
Housing development,2016-01-01,0.4,Bulgaria
Housing development,2016-01-01,0,Elvetia
Housing development,2016-01-01,0.1,Cipru
Housing development,2016-01-01,0.3,Cehia
Housing development,2016-01-01,0.1,Germania
Housing development,2016-01-01,0.2,Danemarca
Housing development,2016-01-01,0.1,Estonia
Housing development,2016-01-01,0,Grecia
Housing development,2016-01-01,0.2,Spania
Housing development,2016-01-01,0.2,Media UE
Housing development,2016-01-01,0,Finlanda
Housing development,2016-01-01,0.3,Franta
Housing development,2016-01-01,0,Croatia
Housing development,2016-01-01,0.2,Ungaria
Housing development,2016-01-01,0.1,Irlanda
Housing development,2016-01-01,0.3,Islanda
Housing development,2016-01-01,0.1,Italia
Housing development,2016-01-01,0,Lituania
Housing development,2016-01-01,0.1,Luxemburg
Housing development,2016-01-01,0.2,Letonia
Housing development,2016-01-01,0,Malta
Housing development,2016-01-01,0.2,Olanda
Housing development,2016-01-01,0.5,Norvegia
Housing development,2016-01-01,0.3,Polonia
Housing development,2016-01-01,0.1,Portugalia
Housing development,2016-01-01,0.3,Romania
Housing development,2016-01-01,0.1,Suedia
Housing development,2016-01-01,0.1,Slovenia
Housing development,2016-01-01,0.2,Slovacia
Community development,2016-01-01,0,Austria
Community development,2016-01-01,0.2,Belgia
Community development,2016-01-01,0.1,Bulgaria
Community development,2016-01-01,0.1,Elvetia
Community development,2016-01-01,0.6,Cipru
Community development,2016-01-01,0.1,Cehia
Community development,2016-01-01,0.2,Germania
Community development,2016-01-01,0,Danemarca
Community development,2016-01-01,0.1,Estonia
Community development,2016-01-01,0,Grecia
Community development,2016-01-01,0.1,Spania
Community development,2016-01-01,0.2,Media UE
Community development,2016-01-01,0.2,Finlanda
Community development,2016-01-01,0.6,Franta
Community development,2016-01-01,0.7,Croatia
Community development,2016-01-01,0,Ungaria
Community development,2016-01-01,0.1,Irlanda
Community development,2016-01-01,0.3,Islanda
Community development,2016-01-01,0.2,Italia
Community development,2016-01-01,0.2,Lituania
Community development,2016-01-01,0.2,Luxemburg
Community development,2016-01-01,0.2,Letonia
Community development,2016-01-01,0.2,Malta
Community development,2016-01-01,0.2,Olanda
Community development,2016-01-01,0,Norvegia
Community development,2016-01-01,0,Polonia
Community development,2016-01-01,0.2,Portugalia
Community development,2016-01-01,0.2,Romania
Community development,2016-01-01,0.2,Suedia
Community development,2016-01-01,0,Slovenia
Community development,2016-01-01,0.2,Slovacia
Water supply,2016-01-01,0,Austria
Water supply,2016-01-01,0,Belgia
Water supply,2016-01-01,0.1,Bulgaria
Water supply,2016-01-01,0.1,Elvetia
Water supply,2016-01-01,0.6,Cipru
Water supply,2016-01-01,0.1,Cehia
Water supply,2016-01-01,0,Germania
Water supply,2016-01-01,0,Danemarca
Water supply,2016-01-01,0,Estonia
Water supply,2016-01-01,0.2,Grecia
Water supply,2016-01-01,0.1,Spania
Water supply,2016-01-01,0.1,Media UE
Water supply,2016-01-01,0,Finlanda
Water supply,2016-01-01,0.1,Franta
Water supply,2016-01-01,0.6,Croatia
Water supply,2016-01-01,0.1,Ungaria
Water supply,2016-01-01,0.3,Irlanda
Water supply,2016-01-01,0,Islanda
Water supply,2016-01-01,0.1,Italia
Water supply,2016-01-01,0,Lituania
Water supply,2016-01-01,0.1,Luxemburg
Water supply,2016-01-01,0.1,Letonia
Water supply,2016-01-01,0,Malta
Water supply,2016-01-01,0,Olanda
Water supply,2016-01-01,0.3,Norvegia
Water supply,2016-01-01,0.1,Polonia
Water supply,2016-01-01,0.1,Portugalia
Water supply,2016-01-01,0.2,Romania
Water supply,2016-01-01,0.1,Suedia
Water supply,2016-01-01,0.2,Slovenia
Water supply,2016-01-01,0,Slovacia
Street lighting,2016-01-01,0.1,Austria
Street lighting,2016-01-01,0.1,Belgia
Street lighting,2016-01-01,0.1,Bulgaria
Street lighting,2016-01-01,0,Elvetia
Street lighting,2016-01-01,0,Cipru
Street lighting,2016-01-01,0.1,Cehia
Street lighting,2016-01-01,0,Germania
Street lighting,2016-01-01,0,Danemarca
Street lighting,2016-01-01,0.1,Estonia
Street lighting,2016-01-01,0.1,Grecia
Street lighting,2016-01-01,0.1,Spania
Street lighting,2016-01-01,0.1,Media UE
Street lighting,2016-01-01,0,Finlanda
Street lighting,2016-01-01,0.1,Franta
Street lighting,2016-01-01,0.1,Croatia
Street lighting,2016-01-01,0.1,Ungaria
Street lighting,2016-01-01,0,Irlanda
Street lighting,2016-01-01,0,Islanda
Street lighting,2016-01-01,0.1,Italia
Street lighting,2016-01-01,0.1,Lituania
Street lighting,2016-01-01,0,Luxemburg
Street lighting,2016-01-01,0.2,Letonia
Street lighting,2016-01-01,0.1,Malta
Street lighting,2016-01-01,0,Olanda
Street lighting,2016-01-01,0,Norvegia
Street lighting,2016-01-01,0.1,Polonia
Street lighting,2016-01-01,0,Portugalia
Street lighting,2016-01-01,0.1,Romania
Street lighting,2016-01-01,0,Suedia
Street lighting,2016-01-01,0.1,Slovenia
Street lighting,2016-01-01,0.1,Slovacia
R&D Housing and community amenities,2016-01-01,0,Austria
R&D Housing and community amenities,2016-01-01,0,Belgia
R&D Housing and community amenities,2016-01-01,NA,Bulgaria
R&D Housing and community amenities,2016-01-01,0,Elvetia
R&D Housing and community amenities,2016-01-01,0,Cipru
R&D Housing and community amenities,2016-01-01,0,Cehia
R&D Housing and community amenities,2016-01-01,0,Germania
R&D Housing and community amenities,2016-01-01,0,Danemarca
R&D Housing and community amenities,2016-01-01,0,Estonia
R&D Housing and community amenities,2016-01-01,0,Grecia
R&D Housing and community amenities,2016-01-01,0,Spania
R&D Housing and community amenities,2016-01-01,0,Media UE
R&D Housing and community amenities,2016-01-01,0,Finlanda
R&D Housing and community amenities,2016-01-01,0,Franta
R&D Housing and community amenities,2016-01-01,0,Croatia
R&D Housing and community amenities,2016-01-01,0,Ungaria
R&D Housing and community amenities,2016-01-01,0,Irlanda
R&D Housing and community amenities,2016-01-01,0,Islanda
R&D Housing and community amenities,2016-01-01,0,Italia
R&D Housing and community amenities,2016-01-01,NA,Lituania
R&D Housing and community amenities,2016-01-01,0,Luxemburg
R&D Housing and community amenities,2016-01-01,0,Letonia
R&D Housing and community amenities,2016-01-01,0,Malta
R&D Housing and community amenities,2016-01-01,0,Olanda
R&D Housing and community amenities,2016-01-01,0,Norvegia
R&D Housing and community amenities,2016-01-01,0,Polonia
R&D Housing and community amenities,2016-01-01,0,Portugalia
R&D Housing and community amenities,2016-01-01,0,Romania
R&D Housing and community amenities,2016-01-01,0,Suedia
R&D Housing and community amenities,2016-01-01,0,Slovenia
R&D Housing and community amenities,2016-01-01,0,Slovacia
Housing and community amenities n.e.c.,2016-01-01,0,Austria
Housing and community amenities n.e.c.,2016-01-01,0,Belgia
Housing and community amenities n.e.c.,2016-01-01,1.2,Bulgaria
Housing and community amenities n.e.c.,2016-01-01,0,Elvetia
Housing and community amenities n.e.c.,2016-01-01,0.1,Cipru
Housing and community amenities n.e.c.,2016-01-01,0.1,Cehia
Housing and community amenities n.e.c.,2016-01-01,0.1,Germania
Housing and community amenities n.e.c.,2016-01-01,0,Danemarca
Housing and community amenities n.e.c.,2016-01-01,0,Estonia
Housing and community amenities n.e.c.,2016-01-01,0,Grecia
Housing and community amenities n.e.c.,2016-01-01,0,Spania
Housing and community amenities n.e.c.,2016-01-01,0,Media UE
Housing and community amenities n.e.c.,2016-01-01,0.1,Finlanda
Housing and community amenities n.e.c.,2016-01-01,0,Franta
Housing and community amenities n.e.c.,2016-01-01,0.3,Croatia
Housing and community amenities n.e.c.,2016-01-01,0.3,Ungaria
Housing and community amenities n.e.c.,2016-01-01,0,Irlanda
Housing and community amenities n.e.c.,2016-01-01,0,Islanda
Housing and community amenities n.e.c.,2016-01-01,0,Italia
Housing and community amenities n.e.c.,2016-01-01,0.1,Lituania
Housing and community amenities n.e.c.,2016-01-01,0,Luxemburg
Housing and community amenities n.e.c.,2016-01-01,0.1,Letonia
Housing and community amenities n.e.c.,2016-01-01,0,Malta
Housing and community amenities n.e.c.,2016-01-01,0,Olanda
Housing and community amenities n.e.c.,2016-01-01,0,Norvegia
Housing and community amenities n.e.c.,2016-01-01,0.1,Polonia
Housing and community amenities n.e.c.,2016-01-01,0,Portugalia
Housing and community amenities n.e.c.,2016-01-01,0.4,Romania
Housing and community amenities n.e.c.,2016-01-01,0,Suedia
Housing and community amenities n.e.c.,2016-01-01,0,Slovenia
Housing and community amenities n.e.c.,2016-01-01,0.1,Slovacia
Health,2016-01-01,8.2,Austria
Health,2016-01-01,7.6,Belgia
Health,2016-01-01,5,Bulgaria
Health,2016-01-01,2.2,Elvetia
Health,2016-01-01,2.5,Cipru
Health,2016-01-01,7.4,Cehia
Health,2016-01-01,7.2,Germania
Health,2016-01-01,8.4,Danemarca
Health,2016-01-01,5.4,Estonia
Health,2016-01-01,5.3,Grecia
Health,2016-01-01,6.1,Spania
Health,2016-01-01,7,Media UE
Health,2016-01-01,7.2,Finlanda
Health,2016-01-01,8.1,Franta
Health,2016-01-01,6.4,Croatia
Health,2016-01-01,4.7,Ungaria
Health,2016-01-01,5.2,Irlanda
Health,2016-01-01,7.3,Islanda
Health,2016-01-01,6.9,Italia
Health,2016-01-01,4.8,Lituania
Health,2016-01-01,4.8,Luxemburg
Health,2016-01-01,3.7,Letonia
Health,2016-01-01,5.3,Malta
Health,2016-01-01,7.2,Olanda
Health,2016-01-01,8.6,Norvegia
Health,2016-01-01,4.7,Polonia
Health,2016-01-01,6.1,Portugalia
Health,2016-01-01,4.1,Romania
Health,2016-01-01,6.9,Suedia
Health,2016-01-01,6.7,Slovenia
Health,2016-01-01,7.5,Slovacia
"Medical products, appliances and equipment",2016-01-01,1.1,Austria
"Medical products, appliances and equipment",2016-01-01,0.8,Belgia
"Medical products, appliances and equipment",2016-01-01,0.7,Bulgaria
"Medical products, appliances and equipment",2016-01-01,0,Elvetia
"Medical products, appliances and equipment",2016-01-01,0.6,Cipru
"Medical products, appliances and equipment",2016-01-01,0.9,Cehia
"Medical products, appliances and equipment",2016-01-01,1.6,Germania
"Medical products, appliances and equipment",2016-01-01,0.6,Danemarca
"Medical products, appliances and equipment",2016-01-01,0.8,Estonia
"Medical products, appliances and equipment",2016-01-01,1.6,Grecia
"Medical products, appliances and equipment",2016-01-01,1,Spania
"Medical products, appliances and equipment",2016-01-01,1.2,Media UE
"Medical products, appliances and equipment",2016-01-01,0.7,Finlanda
"Medical products, appliances and equipment",2016-01-01,1.4,Franta
"Medical products, appliances and equipment",2016-01-01,1.2,Croatia
"Medical products, appliances and equipment",2016-01-01,1,Ungaria
"Medical products, appliances and equipment",2016-01-01,0.7,Irlanda
"Medical products, appliances and equipment",2016-01-01,0.5,Islanda
"Medical products, appliances and equipment",2016-01-01,1,Italia
"Medical products, appliances and equipment",2016-01-01,0.8,Lituania
"Medical products, appliances and equipment",2016-01-01,1.6,Luxemburg
"Medical products, appliances and equipment",2016-01-01,0.6,Letonia
"Medical products, appliances and equipment",2016-01-01,0.5,Malta
"Medical products, appliances and equipment",2016-01-01,0.8,Olanda
"Medical products, appliances and equipment",2016-01-01,0.5,Norvegia
"Medical products, appliances and equipment",2016-01-01,0.1,Polonia
"Medical products, appliances and equipment",2016-01-01,0.5,Portugalia
"Medical products, appliances and equipment",2016-01-01,1.2,Romania
"Medical products, appliances and equipment",2016-01-01,0.8,Suedia
"Medical products, appliances and equipment",2016-01-01,1,Slovenia
"Medical products, appliances and equipment",2016-01-01,1.5,Slovacia
Outpatient services,2016-01-01,1.5,Austria
Outpatient services,2016-01-01,2.9,Belgia
Outpatient services,2016-01-01,0.6,Bulgaria
Outpatient services,2016-01-01,0.2,Elvetia
Outpatient services,2016-01-01,0.1,Cipru
Outpatient services,2016-01-01,1.6,Cehia
Outpatient services,2016-01-01,2.2,Germania
Outpatient services,2016-01-01,1.2,Danemarca
Outpatient services,2016-01-01,0.5,Estonia
Outpatient services,2016-01-01,0.5,Grecia
Outpatient services,2016-01-01,2.2,Spania
Outpatient services,2016-01-01,2.3,Media UE
Outpatient services,2016-01-01,3.2,Finlanda
Outpatient services,2016-01-01,2.9,Franta
Outpatient services,2016-01-01,1.4,Croatia
Outpatient services,2016-01-01,1.3,Ungaria
Outpatient services,2016-01-01,1.9,Irlanda
Outpatient services,2016-01-01,1.7,Islanda
Outpatient services,2016-01-01,2.4,Italia
Outpatient services,2016-01-01,1.5,Lituania
Outpatient services,2016-01-01,1,Luxemburg
Outpatient services,2016-01-01,1,Letonia
Outpatient services,2016-01-01,0.9,Malta
Outpatient services,2016-01-01,2.3,Olanda
Outpatient services,2016-01-01,2,Norvegia
Outpatient services,2016-01-01,1.5,Polonia
Outpatient services,2016-01-01,1.9,Portugalia
Outpatient services,2016-01-01,0.1,Romania
Outpatient services,2016-01-01,3,Suedia
Outpatient services,2016-01-01,1.9,Slovenia
Outpatient services,2016-01-01,2.3,Slovacia
Hospital services,2016-01-01,4.7,Austria
Hospital services,2016-01-01,3.6,Belgia
Hospital services,2016-01-01,3.5,Bulgaria
Hospital services,2016-01-01,1.7,Elvetia
Hospital services,2016-01-01,1.8,Cipru
Hospital services,2016-01-01,3.3,Cehia
Hospital services,2016-01-01,2.8,Germania
Hospital services,2016-01-01,6,Danemarca
Hospital services,2016-01-01,3.8,Estonia
Hospital services,2016-01-01,3.2,Grecia
Hospital services,2016-01-01,2.5,Spania
Hospital services,2016-01-01,3.1,Media UE
Hospital services,2016-01-01,3.1,Finlanda
Hospital services,2016-01-01,3.5,Franta
Hospital services,2016-01-01,3.1,Croatia
Hospital services,2016-01-01,2,Ungaria
Hospital services,2016-01-01,2,Irlanda
Hospital services,2016-01-01,4.9,Islanda
Hospital services,2016-01-01,2.9,Italia
Hospital services,2016-01-01,2.2,Lituania
Hospital services,2016-01-01,1.9,Luxemburg
Hospital services,2016-01-01,2,Letonia
Hospital services,2016-01-01,3.5,Malta
Hospital services,2016-01-01,3.3,Olanda
Hospital services,2016-01-01,5.1,Norvegia
Hospital services,2016-01-01,2.8,Polonia
Hospital services,2016-01-01,3.4,Portugalia
Hospital services,2016-01-01,2.2,Romania
Hospital services,2016-01-01,2.5,Suedia
Hospital services,2016-01-01,3.1,Slovenia
Hospital services,2016-01-01,3.3,Slovacia
Public health services,2016-01-01,0.2,Austria
Public health services,2016-01-01,0.1,Belgia
Public health services,2016-01-01,0.1,Bulgaria
Public health services,2016-01-01,0.1,Elvetia
Public health services,2016-01-01,0,Cipru
Public health services,2016-01-01,1.3,Cehia
Public health services,2016-01-01,0.1,Germania
Public health services,2016-01-01,0.1,Danemarca
Public health services,2016-01-01,0,Estonia
Public health services,2016-01-01,0,Grecia
Public health services,2016-01-01,0.1,Spania
Public health services,2016-01-01,0.1,Media UE
Public health services,2016-01-01,0,Finlanda
Public health services,2016-01-01,0.1,Franta
Public health services,2016-01-01,0.3,Croatia
Public health services,2016-01-01,0.1,Ungaria
Public health services,2016-01-01,0.1,Irlanda
Public health services,2016-01-01,0,Islanda
Public health services,2016-01-01,0.3,Italia
Public health services,2016-01-01,0.1,Lituania
Public health services,2016-01-01,0.1,Luxemburg
Public health services,2016-01-01,0,Letonia
Public health services,2016-01-01,0.2,Malta
Public health services,2016-01-01,0.2,Olanda
Public health services,2016-01-01,0.3,Norvegia
Public health services,2016-01-01,0.1,Polonia
Public health services,2016-01-01,0,Portugalia
Public health services,2016-01-01,0.1,Romania
Public health services,2016-01-01,0.2,Suedia
Public health services,2016-01-01,0.4,Slovenia
Public health services,2016-01-01,0,Slovacia
R&D Health,2016-01-01,0.5,Austria
R&D Health,2016-01-01,0,Belgia
R&D Health,2016-01-01,NA,Bulgaria
R&D Health,2016-01-01,0.1,Elvetia
R&D Health,2016-01-01,0,Cipru
R&D Health,2016-01-01,0.1,Cehia
R&D Health,2016-01-01,0.1,Germania
R&D Health,2016-01-01,0.2,Danemarca
R&D Health,2016-01-01,0.1,Estonia
R&D Health,2016-01-01,0,Grecia
R&D Health,2016-01-01,0.3,Spania
R&D Health,2016-01-01,0.1,Media UE
R&D Health,2016-01-01,0.1,Finlanda
R&D Health,2016-01-01,0.1,Franta
R&D Health,2016-01-01,0,Croatia
R&D Health,2016-01-01,0,Ungaria
R&D Health,2016-01-01,0,Irlanda
R&D Health,2016-01-01,0,Islanda
R&D Health,2016-01-01,0.1,Italia
R&D Health,2016-01-01,0,Lituania
R&D Health,2016-01-01,0.2,Luxemburg
R&D Health,2016-01-01,0,Letonia
R&D Health,2016-01-01,0,Malta
R&D Health,2016-01-01,0.3,Olanda
R&D Health,2016-01-01,0.4,Norvegia
R&D Health,2016-01-01,0.1,Polonia
R&D Health,2016-01-01,0.2,Portugalia
R&D Health,2016-01-01,0,Romania
R&D Health,2016-01-01,0.2,Suedia
R&D Health,2016-01-01,0.1,Slovenia
R&D Health,2016-01-01,0,Slovacia
Health n.e.c.,2016-01-01,0.3,Austria
Health n.e.c.,2016-01-01,0.2,Belgia
Health n.e.c.,2016-01-01,0.2,Bulgaria
Health n.e.c.,2016-01-01,0.1,Elvetia
Health n.e.c.,2016-01-01,0,Cipru
Health n.e.c.,2016-01-01,0.2,Cehia
Health n.e.c.,2016-01-01,0.5,Germania
Health n.e.c.,2016-01-01,0.4,Danemarca
Health n.e.c.,2016-01-01,0.1,Estonia
Health n.e.c.,2016-01-01,0,Grecia
Health n.e.c.,2016-01-01,0,Spania
Health n.e.c.,2016-01-01,0.2,Media UE
Health n.e.c.,2016-01-01,0,Finlanda
Health n.e.c.,2016-01-01,0.1,Franta
Health n.e.c.,2016-01-01,0.4,Croatia
Health n.e.c.,2016-01-01,0.2,Ungaria
Health n.e.c.,2016-01-01,0.4,Irlanda
Health n.e.c.,2016-01-01,0.1,Islanda
Health n.e.c.,2016-01-01,0.1,Italia
Health n.e.c.,2016-01-01,0.2,Lituania
Health n.e.c.,2016-01-01,0.1,Luxemburg
Health n.e.c.,2016-01-01,0.1,Letonia
Health n.e.c.,2016-01-01,0.2,Malta
Health n.e.c.,2016-01-01,0.3,Olanda
Health n.e.c.,2016-01-01,0.3,Norvegia
Health n.e.c.,2016-01-01,0.1,Polonia
Health n.e.c.,2016-01-01,0.2,Portugalia
Health n.e.c.,2016-01-01,0.6,Romania
Health n.e.c.,2016-01-01,0.2,Suedia
Health n.e.c.,2016-01-01,0.3,Slovenia
Health n.e.c.,2016-01-01,0.3,Slovacia
"Recreation, culture and religion",2016-01-01,1.2,Austria
"Recreation, culture and religion",2016-01-01,1.3,Belgia
"Recreation, culture and religion",2016-01-01,0.8,Bulgaria
"Recreation, culture and religion",2016-01-01,1,Elvetia
"Recreation, culture and religion",2016-01-01,0.9,Cipru
"Recreation, culture and religion",2016-01-01,1.3,Cehia
"Recreation, culture and religion",2016-01-01,1,Germania
"Recreation, culture and religion",2016-01-01,1.7,Danemarca
"Recreation, culture and religion",2016-01-01,2.1,Estonia
"Recreation, culture and religion",2016-01-01,0.9,Grecia
"Recreation, culture and religion",2016-01-01,1.1,Spania
"Recreation, culture and religion",2016-01-01,1.1,Media UE
"Recreation, culture and religion",2016-01-01,1.4,Finlanda
"Recreation, culture and religion",2016-01-01,1.4,Franta
"Recreation, culture and religion",2016-01-01,1.5,Croatia
"Recreation, culture and religion",2016-01-01,3.3,Ungaria
"Recreation, culture and religion",2016-01-01,0.6,Irlanda
"Recreation, culture and religion",2016-01-01,3,Islanda
"Recreation, culture and religion",2016-01-01,0.8,Italia
"Recreation, culture and religion",2016-01-01,1,Lituania
"Recreation, culture and religion",2016-01-01,1.2,Luxemburg
"Recreation, culture and religion",2016-01-01,1.4,Letonia
"Recreation, culture and religion",2016-01-01,1,Malta
"Recreation, culture and religion",2016-01-01,1.3,Olanda
"Recreation, culture and religion",2016-01-01,1.7,Norvegia
"Recreation, culture and religion",2016-01-01,1.1,Polonia
"Recreation, culture and religion",2016-01-01,0.8,Portugalia
"Recreation, culture and religion",2016-01-01,0.9,Romania
"Recreation, culture and religion",2016-01-01,1.3,Suedia
"Recreation, culture and religion",2016-01-01,1.4,Slovenia
"Recreation, culture and religion",2016-01-01,0.8,Slovacia
Recreational and sporting services,2016-01-01,0.3,Austria
Recreational and sporting services,2016-01-01,0.4,Belgia
Recreational and sporting services,2016-01-01,0.2,Bulgaria
Recreational and sporting services,2016-01-01,0.3,Elvetia
Recreational and sporting services,2016-01-01,0.3,Cipru
Recreational and sporting services,2016-01-01,0.4,Cehia
Recreational and sporting services,2016-01-01,0.2,Germania
Recreational and sporting services,2016-01-01,0.4,Danemarca
Recreational and sporting services,2016-01-01,0.4,Estonia
Recreational and sporting services,2016-01-01,0.4,Grecia
Recreational and sporting services,2016-01-01,0.4,Spania
Recreational and sporting services,2016-01-01,0.4,Media UE
Recreational and sporting services,2016-01-01,0.5,Finlanda
Recreational and sporting services,2016-01-01,0.5,Franta
Recreational and sporting services,2016-01-01,0.4,Croatia
Recreational and sporting services,2016-01-01,1.1,Ungaria
Recreational and sporting services,2016-01-01,0.1,Irlanda
Recreational and sporting services,2016-01-01,1.4,Islanda
Recreational and sporting services,2016-01-01,0.3,Italia
Recreational and sporting services,2016-01-01,0.2,Lituania
Recreational and sporting services,2016-01-01,0.5,Luxemburg
Recreational and sporting services,2016-01-01,0.3,Letonia
Recreational and sporting services,2016-01-01,0.1,Malta
Recreational and sporting services,2016-01-01,0.5,Olanda
Recreational and sporting services,2016-01-01,0.4,Norvegia
Recreational and sporting services,2016-01-01,0.3,Polonia
Recreational and sporting services,2016-01-01,0.3,Portugalia
Recreational and sporting services,2016-01-01,0.3,Romania
Recreational and sporting services,2016-01-01,0.5,Suedia
Recreational and sporting services,2016-01-01,0.3,Slovenia
Recreational and sporting services,2016-01-01,0.2,Slovacia
Cultural services,2016-01-01,0.5,Austria
Cultural services,2016-01-01,0.5,Belgia
Cultural services,2016-01-01,0.4,Bulgaria
Cultural services,2016-01-01,0.4,Elvetia
Cultural services,2016-01-01,0.2,Cipru
Cultural services,2016-01-01,0.6,Cehia
Cultural services,2016-01-01,0.4,Germania
Cultural services,2016-01-01,0.7,Danemarca
Cultural services,2016-01-01,1,Estonia
Cultural services,2016-01-01,0.1,Grecia
Cultural services,2016-01-01,0.4,Spania
Cultural services,2016-01-01,0.5,Media UE
Cultural services,2016-01-01,0.5,Finlanda
Cultural services,2016-01-01,0.7,Franta
Cultural services,2016-01-01,0.6,Croatia
Cultural services,2016-01-01,1,Ungaria
Cultural services,2016-01-01,0.3,Irlanda
Cultural services,2016-01-01,1.1,Islanda
Cultural services,2016-01-01,0.3,Italia
Cultural services,2016-01-01,0.7,Lituania
Cultural services,2016-01-01,0.5,Luxemburg
Cultural services,2016-01-01,1,Letonia
Cultural services,2016-01-01,0.7,Malta
Cultural services,2016-01-01,0.5,Olanda
Cultural services,2016-01-01,0.6,Norvegia
Cultural services,2016-01-01,0.6,Polonia
Cultural services,2016-01-01,0.3,Portugalia
Cultural services,2016-01-01,0.4,Romania
Cultural services,2016-01-01,0.5,Suedia
Cultural services,2016-01-01,0.7,Slovenia
Cultural services,2016-01-01,0.4,Slovacia
Broadcasting and publishing services,2016-01-01,0.3,Austria
Broadcasting and publishing services,2016-01-01,0.2,Belgia
Broadcasting and publishing services,2016-01-01,0.1,Bulgaria
Broadcasting and publishing services,2016-01-01,0.2,Elvetia
Broadcasting and publishing services,2016-01-01,0.2,Cipru
Broadcasting and publishing services,2016-01-01,0.2,Cehia
Broadcasting and publishing services,2016-01-01,0.3,Germania
Broadcasting and publishing services,2016-01-01,0.2,Danemarca
Broadcasting and publishing services,2016-01-01,0.3,Estonia
Broadcasting and publishing services,2016-01-01,0.1,Grecia
Broadcasting and publishing services,2016-01-01,0.2,Spania
Broadcasting and publishing services,2016-01-01,0.2,Media UE
Broadcasting and publishing services,2016-01-01,0.3,Finlanda
Broadcasting and publishing services,2016-01-01,0.2,Franta
Broadcasting and publishing services,2016-01-01,0.3,Croatia
Broadcasting and publishing services,2016-01-01,0.4,Ungaria
Broadcasting and publishing services,2016-01-01,0.2,Irlanda
Broadcasting and publishing services,2016-01-01,0.2,Islanda
Broadcasting and publishing services,2016-01-01,0.2,Italia
Broadcasting and publishing services,2016-01-01,0.1,Lituania
Broadcasting and publishing services,2016-01-01,0.1,Luxemburg
Broadcasting and publishing services,2016-01-01,0.1,Letonia
Broadcasting and publishing services,2016-01-01,0.1,Malta
Broadcasting and publishing services,2016-01-01,0.2,Olanda
Broadcasting and publishing services,2016-01-01,0.2,Norvegia
Broadcasting and publishing services,2016-01-01,0,Polonia
Broadcasting and publishing services,2016-01-01,0.1,Portugalia
Broadcasting and publishing services,2016-01-01,0.1,Romania
Broadcasting and publishing services,2016-01-01,0.2,Suedia
Broadcasting and publishing services,2016-01-01,0.3,Slovenia
Broadcasting and publishing services,2016-01-01,0.2,Slovacia
Religious and other community services,2016-01-01,0,Austria
Religious and other community services,2016-01-01,0.1,Belgia
Religious and other community services,2016-01-01,0,Bulgaria
Religious and other community services,2016-01-01,0,Elvetia
Religious and other community services,2016-01-01,0.1,Cipru
Religious and other community services,2016-01-01,0,Cehia
Religious and other community services,2016-01-01,0,Germania
Religious and other community services,2016-01-01,0.4,Danemarca
Religious and other community services,2016-01-01,0,Estonia
Religious and other community services,2016-01-01,0.1,Grecia
Religious and other community services,2016-01-01,0.1,Spania
Religious and other community services,2016-01-01,0.1,Media UE
Religious and other community services,2016-01-01,0.2,Finlanda
Religious and other community services,2016-01-01,0,Franta
Religious and other community services,2016-01-01,0,Croatia
Religious and other community services,2016-01-01,0.6,Ungaria
Religious and other community services,2016-01-01,0,Irlanda
Religious and other community services,2016-01-01,0.3,Islanda
Religious and other community services,2016-01-01,0.1,Italia
Religious and other community services,2016-01-01,0,Lituania
Religious and other community services,2016-01-01,0.1,Luxemburg
Religious and other community services,2016-01-01,0,Letonia
Religious and other community services,2016-01-01,0,Malta
Religious and other community services,2016-01-01,0.1,Olanda
Religious and other community services,2016-01-01,0.3,Norvegia
Religious and other community services,2016-01-01,0,Polonia
Religious and other community services,2016-01-01,0,Portugalia
Religious and other community services,2016-01-01,0,Romania
Religious and other community services,2016-01-01,0,Suedia
Religious and other community services,2016-01-01,0.1,Slovenia
Religious and other community services,2016-01-01,0,Slovacia
"R&D Recreation, culture and religion",2016-01-01,0,Austria
"R&D Recreation, culture and religion",2016-01-01,0,Belgia
"R&D Recreation, culture and religion",2016-01-01,NA,Bulgaria
"R&D Recreation, culture and religion",2016-01-01,0,Elvetia
"R&D Recreation, culture and religion",2016-01-01,0,Cipru
"R&D Recreation, culture and religion",2016-01-01,0,Cehia
"R&D Recreation, culture and religion",2016-01-01,0,Germania
"R&D Recreation, culture and religion",2016-01-01,0,Danemarca
"R&D Recreation, culture and religion",2016-01-01,0.1,Estonia
"R&D Recreation, culture and religion",2016-01-01,0,Grecia
"R&D Recreation, culture and religion",2016-01-01,0,Spania
"R&D Recreation, culture and religion",2016-01-01,0,Media UE
"R&D Recreation, culture and religion",2016-01-01,0,Finlanda
"R&D Recreation, culture and religion",2016-01-01,0,Franta
"R&D Recreation, culture and religion",2016-01-01,0,Croatia
"R&D Recreation, culture and religion",2016-01-01,0,Ungaria
"R&D Recreation, culture and religion",2016-01-01,0,Irlanda
"R&D Recreation, culture and religion",2016-01-01,0,Islanda
"R&D Recreation, culture and religion",2016-01-01,0,Italia
